X,Y
1.3197063065989743,-0.12753782437850664
0.3860737103031002,0.639711008629883
0.7292038054903569,0.05001987516195974
-0.07715413010446892,0.5931683696070545
-0.31312006299918566,0.3438543399358915
0.23135523548449738,-0.5272699359284643
0.26349524503222876,0.5596706351400189
-0.2753771439324243,-0.13296608553335348
-0.6330289985624085,0.3081191474075099
-0.29323012409507054,0.024546871872698772
-0.6584134399536389,0.83357748835631
-0.5501841451626515,-0.22589927433638674
-0.5273982252107445,-0.3623035690415328
-0.8531983990136531,-0.20415962741124294
0.2187736456490097,-0.4279653738623579
0.5357331568080153,0.42280650727949215
-0.4768381365207883,-0.6051547064479401
-0.3836109791360745,-0.7304081211742075
-0.7145042115202684,-0.7220255666478397
-0.28828754412215646,0.18859997586592336
-0.6845479133385068,0.787680420640908
-0.7419161340719563,-0.17882094120619696
-0.48942249458172776,-0.3248677959372119
-0.056544897496667024,-0.1442874464116488
-0.6566931010245551,0.5495469374139302
-0.8239437189450294,-0.6057298036612606
-1.0614163745255074,-0.18857160468224232
-1.3880809908123632,0.15031674206533846
-0.5053538706718148,-0.15084553806725248
-0.30286301519133707,-0.07189990670889798
-0.9333049923588597,0.40247415105527967
-0.4743740188314716,-1.5913602291017486
0.5867040796748451,0.037489431205837476
1.1029367099504186,-0.14727767454067464
0.3432517269734119,-0.5991632028971703
0.1011346905402862,0.2986604975647969
0.7345902651335976,0.7470357295000444
0.3807555323242072,0.22635639517623776
0.6026652463973214,0.6132995728163554
0.9899822731119898,1.0482686601951547
0.5265170373229484,1.059278774745136
0.49675435929204836,1.0838652533570947
-1.1238793107424878,0.6284765786592701
-1.6360731314096326,-0.2365993159060229
-1.7623572071062128,-1.3154647769620764
-2.3862487980886375,-0.7832848838930457
-1.57004314612282,-1.2158264254739917
-2.2851138351031364,0.49287577236466174
-2.505136078451628,-0.724189479510643
-2.4397657898085825,-0.7623573680943099
-1.7191291452755246,-0.5324227857317718
-2.437060220865244,-0.5471797989696077
-1.8554783447877643,0.06168947405884251
-1.8503618142779708,-0.861799236897671
-2.3411161398019464,-0.5439847403545369
-2.1100644026703113,-1.1279686088250618
-2.0105345548835762,-1.4058274372939525
-2.3106429934629737,-1.049627655647111
-2.2757419509679644,-0.8166740621278091
-2.4683987493988444,-0.9790411037618002
-2.4116400767732205,-1.1846342251327613
-2.0805747395126972,-1.5451141773811592
-1.2875663314400212,-0.8202366259062724
-1.9064740808534457,-1.2206537490381346
-0.8399573935253124,-0.3139796173150458
-1.8160012932865635,-0.24216530332184663
-1.891893840804355,-1.2977926680506189
-1.5977352375620668,-0.8519519575713002
-1.4572393036945506,-0.9405939698210417
-1.7685890636048476,-0.3716439328808791
-1.8726501887834852,0.10248411064203011
-2.1191506561129017,-1.489132880393715
-2.413833034585007,-0.7271454452995334
-1.989031986074495,-0.8769308526887756
-1.8105242430919712,-0.3487326428659932
-2.156979040722298,-0.47143222309534605
-1.7071791030056729,-1.0702216003956335
-1.5535293425673682,-0.7787028587745742
-1.1470982831478882,-0.9419420170494124
-0.8322838621860821,0.09967988264999145
-1.2467813676471182,-0.22906134605485434
-1.5268718877456031,0.5536547979768828
-1.1532250851839723,-0.43302649343330296
-0.8480399524672398,-0.7434735583537533
-0.8584907494493139,-1.0856165378819609
-0.7998270577949229,-1.2676787167509627
-0.16099460990071046,-1.1587839605163182
-0.45678030431862543,-0.030613453516103256
-0.18323161373360647,0.11426707496776897
-0.2843279399505535,-0.8341381276393718
-0.39316854156416364,0.2788069622889545
0.1562198844294314,-0.33160039208207337
0.5689280589234463,0.08710243211339677
0.9756828769237655,0.9854989750160857
1.62842228050093,0.8396744185115042
1.6389242013173095,0.43822880204851333
1.9799006869647915,0.08990402789240043
1.8247673086680636,-0.47294709178597505
1.9868504849122846,0.14055882380061152
1.9217789577284423,0.5045459084398993
1.9702769402248015,0.1333985145869307
2.2678554529432584,0.5387944499799812
1.858745111326522,0.7726620223603597
2.9049387491692524,0.5224617447299532
2.4019300584194014,0.5987265088120411
1.7948357520255354,0.8647790043903884
2.3738911887755694,0.8458989508314039
2.769722535757037,0.2515577129943882
3.0817824442831148,1.561538721899685
3.3959551989152548,1.0313945393327721
3.3898318124917974,1.1313508250802775
2.9412046267488816,1.4841918378838455
2.979106905845745,1.1473886374447997
2.640526050089689,1.4850392524548262
3.1280859167985646,1.0842238228733014
3.0545572260474954,0.7406294700066806
2.6418086276512396,1.1711818774179674
2.4811157068247427,0.33779767237683767
2.687581433962555,0.832394332173368
2.4057191575605676,0.8728988680838728
1.994608959777352,0.7049472054402877
2.116452565523308,0.604608652757769
2.2389358510776693,-0.24552788781605028
1.9854642633921045,0.37276551267121494
1.749945110582943,0.6793382808553102
1.8659700792617613,0.6728455572591141
1.1419279085130993,0.11323800904146075
0.4381960213248217,0.9867560938904263
0.07897391069860371,-0.2029530083207613
-0.027749665157319914,0.48812547264087336
0.12770411764168238,0.2540848286527338
0.8653822261164583,-0.2593939367641234
1.294212037717468,1.1213307204632812
1.2142427727357543,-0.09642173251667152
1.2047346687844098,0.8142077453740599
0.7034699864655054,0.943132334194218
0.6942134184693104,-0.029955875179249025
0.5498840990092413,0.9015010880550326
0.7112433791782861,0.13009208120879928
0.2976279074021246,0.37072903651429423
0.5573011645227107,0.25652219525767717
1.3236706210239997,0.12568819814730703
1.2692905467955709,0.8150741427018215
1.4701464078450415,0.8590389385849599
1.8152184037005976,-0.3473181704070819
1.6146081677576796,1.1620038255085474
1.7266544086628879,-0.23066316113967855
1.7329506090537854,1.0112031086557272
1.7817886583282012,1.1843580619954999
1.395283766400468,0.10748918859041123
1.4075388535299393,0.22392690480188912
1.6565379991526643,-0.10819798770379713
2.3821098030501853,0.3786810858310519
2.8617452160927885,0.5984839074052901
3.9383364448485665,1.3082022217030356
3.5546626634045415,1.9674755286846777
3.9908229817648806,1.960988257284808
4.082493984634056,1.112261706968794
5.177395451242893,1.2313634292148323
4.773246308565317,0.8346358821838756
4.353385387474929,1.1125024475398884
4.053689064752918,1.8996916775451962
2.9917412025980146,2.213867298954511
2.728863691757634,0.5017346547348945
2.349297360980785,0.5726004434243324
2.4244942542188888,0.7488463741572051
2.5953722421074685,0.9423134930911905
3.5334576617154116,0.46804126198053647
4.008669580808437,1.3188719469447219
3.7202177529772356,1.0975683954015452
3.2710104173030565,1.2185960299941854
3.5169700030563096,1.376304852192185
2.8568533995459884,1.1959326210415802
3.7725827824731653,0.7584563367046702
4.362302842833809,1.1528155664495012
4.1277150167814565,1.3797909298924251
3.2711477522360175,1.1912880830826156
3.9480839393187237,0.9710751026455156
3.890814016692415,2.080856277312527
4.509722172679146,1.6557895567095966
3.712508343281962,1.3707554484601232
3.4128208318050754,1.5993052500859686
3.415442681664167,1.0168670296721145
3.438932978546538,1.7128818262597822
3.213900242806916,1.3877891722889864
3.5253252089806653,1.049297918068859
2.991514994289368,1.3863858174062242
2.9203252517787215,0.2506550039931832
2.980473067634671,0.3377793414780321
3.237692484664046,0.33095735123867676
3.5934999237084906,1.075875027904935
3.031178877789556,2.0518949796455868
2.2641217924217445,2.2301932343977415
2.902960203370999,1.2212814118866762
3.069117209360795,1.2434384396721958
2.694873941082518,0.1445501396990886
3.4704499288437796,0.5515802964276535
3.528287245990209,0.7024011323417798
4.117935838022122,0.8183024879056824
4.151695078727177,1.23313909090481
5.1820690411681705,1.1327771438600704
6.059739462389773,0.6782485215485644
5.935257388150236,2.259701818930555
6.421042863627414,1.470175885468223
6.743730838419988,2.192953879690621
7.428046617186162,3.279455974370045
6.94558488689611,2.0966672867996414
7.28861061689533,1.0281984333756322
7.817822860320124,2.1464009174661065
6.938453117108567,3.110466767341933
6.34682386077568,3.37175633897706
5.32720777189563,1.6264479949042014
5.192504354673351,2.0091567426773698
5.551275482571332,1.5260117522797154
6.302454008619346,1.7650096428473032
6.339501398829234,3.389408840379051
7.1538091716148795,1.4893061394890985
6.463758442507434,2.4219431961806603
5.6120672228298565,2.4151684382530125
5.584293373381547,2.468030173143932
5.7763260978512,1.9710826060643047
5.759978723804154,2.084031359713842
4.7262576737842155,1.7405724694017346
4.681697654027821,1.7264980196979918
4.029462903775395,1.4055629604294404
4.3642991781904135,1.6601811121035879
4.547598301238837,1.2905026966456659
4.07765840807516,1.6818799569873109
3.820724949406813,1.37685411127879
3.2911181884623373,1.8469280213360069
3.2597786398257513,1.1463313968780589
3.7373498000763705,0.20605049753209048
3.2444867769085985,1.772770740133116
3.4965100346675206,0.6977569566545818
3.2313812254813,0.7918455367413046
2.834944809350128,0.7507682742967745
2.781429629372849,1.6127793168201245
2.263808468163162,-0.07213028649548059
1.986983815489571,2.2408037786293975
1.3880448691951468,1.348203927042837
2.3704074356533416,0.6628533105274076
2.3880392116392057,0.7499605614406001
2.038176457642913,0.9341848570646503
2.145166413010024,0.9654326371890081
2.089002388164609,1.0627009805969365
1.9785175883979977,1.0107730475108005
2.2856009384197105,0.7394229218981039
2.664354793443363,0.6609533635620605
2.399104219638099,0.789765132562459
2.111195099315759,0.7012536389713352
1.9736692507399372,1.2703689421253936
0.8227086683721447,1.0159160305749515
0.0651131372728686,-1.1217901137630015
0.7485502709951309,0.23530531807044092
1.5710341277457727,0.3454637104649708
1.4465161079675835,0.4965022311472801
1.7347945894954666,0.28934582896056016
1.8904196667672346,1.1114293197377028
3.4298600709948532,1.1520320630653695
3.9896475267121416,0.7577223936931883
3.9256887309717583,1.4761926409452286
3.4479185106715455,0.8394975161154075
2.6446953505427593,0.42851622241853915
2.746427168476371,0.522901615109699
2.3682517958342193,1.3074150482452604
1.657124941035382,1.317779566262835
1.3338384989141188,0.8854581489855446
0.7930644971069213,0.8512452579967886
1.6366353146432036,0.5811330184892345
2.077455193117929,0.22836309863040838
2.07346887245962,0.8620341401353897
2.8134409419046333,1.1084488383652662
2.8521250957284425,1.3320228313147036
2.4214829950643106,1.5832964975873245
3.1830450336991394,1.2389264718785575
3.452500055541469,1.254530261068389
2.933876978378241,1.6962781619274934
2.8387076393364366,1.0365302800816916
2.400898512644058,0.5143279941952412
1.70949864716189,0.6901688712408597
2.1725874209277105,0.2094151588694284
3.1272957411627758,0.33512860467806516
2.428011954253205,0.8994422474588804
2.7094965725984905,0.42213785052186886
2.384175288037577,0.7010819920122139
2.1406125961552287,-0.1614465478643985
1.8444156340357942,0.732685977746598
1.4124202491958862,0.6271960256665101
1.4366810631682996,0.07790136179132157
1.0212060049627807,0.7684172893458245
1.1564344178527002,0.8519885992366958
1.1313153631281316,-0.37165074690500743
1.0118413396949268,-0.07913285503516837
0.5580595086741279,-0.0889320584886879
0.26967384338996153,-0.31142690380106275
0.6473694563028396,0.4644968836027564
0.89782805011503,0.14374745586472576
0.40905042771575445,0.15146573996567614
0.4587165804303674,-0.8640694798920828
0.834410142116262,0.36891704124451513
-0.0002924984444239165,-0.33241445066740616
0.2713875977455436,-0.0033628794669036607
-0.059924281727379736,0.21976846035606856
0.22537505256919993,0.6843288594367184
-0.1562545257020585,-0.5183647978451242
-1.058695576034318,-1.6084689154055427
-1.8724667949758993,-0.38653079197400225
-1.8484243216452083,0.2998624730652568
-1.7185630707844675,0.09493212728268186
-2.1707213833366716,-0.40124600086975915
-1.8514251539479847,-0.9371591079040011
-2.6821851850824645,-0.2455821586561403
-2.7152250844061228,-1.3159868712425877
-3.3207331842873513,-0.707987327767986
-3.646651238188431,-0.8142836084796905
-3.622951902530224,-0.6453187785550586
-4.0531585851722,0.22841257084096567
-4.2454363572871125,-0.9968983348781799
-3.7422899526798923,-1.6278025535277012
-4.030735887441467,-1.298254397252735
-3.612889831408896,-2.223584158402273
-4.177743258737705,-1.6535819308074249
-3.912841169780063,-1.6233223897586058
-3.192056859451113,-1.5982287888771758
-4.427879109514757,-1.0412625007061904
-4.826326737249995,-1.8436999491161465
-4.5377906736597255,-1.0717526824243775
-4.639313366681222,-1.4684089378812568
-4.453740429995568,-1.5432850643617992
-4.7557330233534785,-1.6543979936913091
-4.712438129617029,-1.514564364445685
-4.790276747313069,-1.1526387429958598
-4.206385716483165,-1.9859120063489566
-4.079175294832559,-1.7895651601174736
-3.9103739637949575,-1.5545721188498474
-4.116312446856191,-2.0015048627600796
-4.360115558892438,-1.8446731501936142
-4.576394652802248,-1.7306124194594221
-4.3791685816131,-1.1087850474302532
-4.589660822023231,-1.2933484147259928
-4.444773393575025,-1.4094381323957963
-3.4070729942523053,-1.048926850228101
-2.971510642536459,-1.1957004774981999
-3.13452240862038,-0.8157908155463129
-2.5339154475384076,-1.0735466806069933
-2.7379531340491834,-0.7348481276224074
-3.7570154016381103,-1.1862500817827868
-4.2610585570968125,-2.465138207807926
-5.19645451760974,-1.5919709690029884
-5.372211259630395,-1.006759384133251
-5.363002070035619,-1.2492316151816472
-4.5247834138979774,-1.251125040233265
-4.361319727015896,-0.8644821672896107
-4.4708699914203285,-1.3505153393530112
-4.056167200828584,-1.3776546776586018
-5.161734855332527,-1.6634415757316106
-5.043927576278244,-1.8729010421864438
-4.65849497933476,-1.3925828022165465
-5.3977881022246805,-0.9348645554376744
-4.825911080621216,-1.7825460240516713
-4.656662876874009,-1.8511225590172378
-4.8643068338244095,-1.5818471395356277
-4.547915900771267,-1.3168733896363283
-3.412569471869069,-2.217989517261784
-3.3216363443398214,-2.393660269855518
-3.1975260511896533,-1.51112535503329
-3.4272065009597754,-1.7207265638173044
-3.8521286856921715,-1.4543047054933187
-3.436960777420049,-1.374959235665719
-3.8650026903744825,-1.395208361304093
-3.8292195717647863,-0.5727878760073812
-4.068048295147345,-1.042672276829014
-3.828558382274149,-1.1744445364216904
-3.6617273296306747,-0.9549083963027127
-3.142957357501725,-1.7634255974098583
-3.3979655569290985,-0.5996738732813689
-3.532903024575784,-1.1172391976745963
-4.022284882466938,-0.8363545185195885
-4.244431512504994,-1.8262495331121178
-4.055781265982567,-2.232833790070742
-3.6772869576598914,-1.03107292978933
-4.138369619748704,-1.018088617228142
-3.703566659695874,-1.7943455248261804
-3.025747730293398,-1.7253360910287272
-2.8190302786815478,-0.5175405359835075
-1.880632372402515,-1.492169083636479
-2.267526971954301,0.10792985654357934
-2.8898543236100096,-1.1197754732558667
-3.779214448062149,-0.6597378816043981
-3.031192292317557,-1.3640473604535768
-2.7040094641405283,-0.7441687081994534
-2.7318017995957558,-1.1576767111192001
-2.5918174864358456,-1.0167046640267938
-3.154562010085034,-0.8587561246355725
-1.9316860202766208,-1.5333379433798038
-1.867075429289007,-0.3624274277109036
-1.8123780319865606,-0.8529721547935851
-1.4494947200372146,-0.743310582745336
-1.208990104168858,-1.006354161589954
-1.0970480920292922,-1.744499276807308
-1.4922853197519481,-0.599078236589603
-1.2565511411839503,0.6987142912219132
-0.31553889294643345,0.08520823071601819
0.3571711301310554,-0.09577103467952554
1.153764443450754,-0.033871179032769774
0.8981566052351613,0.3539751615379723
0.40335419510587084,0.5784040553119505
0.3404607350560468,-0.41155974359146613
0.3683231912003941,0.6181430934921035
0.9154189504358683,0.5300019244299505
0.06918663557845861,0.6867187404277227
0.8339617953087655,0.3086657341211735
0.7549578460192707,0.29086344085174193
0.5415173110455607,0.5920043158743653
0.03546512341547692,0.5175626917717937
-0.7919632125174078,-0.11462454926868945
-0.3803779205364505,-0.5358523051305417
-0.34371893694224853,-0.11677045904299596
-0.9886993868127755,0.6597173487606195
-1.6362387728445835,-0.8501916189947212
-1.8041311224896477,-1.3096534266290671
-0.9696203598449512,-0.5898242587915427
-1.0994160355267537,-0.32442468290463056
-1.8509875120858068,-0.27559644676328504
-1.9738590441287789,-0.4608792993478204
-2.110220829002614,-0.7498467704908183
-3.4586641504733997,0.03688079355117502
-3.4858115837323056,-1.8343631550251602
-3.6012788488366447,-1.6434283030123307
-3.2531756664299354,-1.29635386502675
-2.328697618957263,-1.9271824920087393
-1.765415104183384,-0.9792547371040883
-1.8998594494607994,0.2031850778985851
-2.4531224038316344,-0.5391960829004003
-1.1664425022067042,-0.6745058765801886
-1.13683328519946,-1.0474657209063203
-1.1298686392429869,-0.7539772616702087
-1.1419311827979886,-0.6019565081018854
-1.042888802414061,-0.5616325540277022
-1.1150690083760322,0.27179200137489584
-1.4019000118161502,-0.028495972012757775
-1.6753294824363463,-0.9791485792146368
-1.6917061175443455,-0.47726131343636513
-1.9634185031112281,-0.3061270923585477
-2.3198413944498104,-0.04956374090858995
-2.266626280603862,0.0893615508583846
-2.3941148893142894,-1.1785988250092543
-1.642118395022945,-1.2415231049003812
-2.967603299219451,-1.2455767584542299
-2.4218498732582203,-1.131848595164749
-1.7988072770094057,-0.6065606342707738
-2.8355023932134804,-0.10663098823534811
-3.006846190253655,-0.8992893286088403
-3.1925666232515506,-1.1519065515644025
-3.8963224706104613,-0.9970816460075351
-4.285230814405899,-1.6861763565989034
-4.840518737138813,-0.40941751913427304
-3.964383515427002,-2.2969278866141005
-3.4965443188532714,-1.3266375538416486
-2.860766771356192,-0.16982394142532642
-2.4999307393345744,-0.8718125032693914
-3.064456624943189,-0.9321799896280587
-3.3267167580830757,-1.1912776978509763
-3.0820294774691166,-1.2073386380912243
-3.693093381915089,-0.35891846971159225
-3.336594166828895,-2.2497508172104395
-3.4567568659079626,-0.45923648112154947
-3.6441672696827614,-1.7949292841096163
-3.2886872855810156,-1.4060692739329974
-3.0665556298379957,-1.3418353232169353
-3.2470387127475355,-0.7598735863877324
-2.6673738110654117,-1.8491611484049075
-3.2079054748653606,-0.7540419251191428
-2.8999376713932286,-0.025621023328096237
-2.603387042409037,-1.5541304060471834
-2.758160262066032,-0.8415760695222315
-2.595093750944973,-1.2425967744703375
-3.220650539137625,-0.6898441996340077
-2.7586370295341744,-1.0256056929968123
-2.851088097755669,-1.2508951326820883
-3.112449608015189,-0.7364798001593726
-2.5879449950967444,-0.10520880752712236
-2.940116840368124,-0.882356275145385
-3.644347488549904,-0.6103917085508848
-4.422662075311855,-1.8009798963556416
-4.119657099639036,-1.9851148006381252
-4.759871775887177,-1.1982054710153347
-3.8824746848949947,-0.805724065599704
-4.923439388836856,-1.0675081376356388
-4.075211204691837,-1.740311645676198
-3.9697024710905278,-1.396948823263494
-4.018059027025724,-1.9558094906383663
-4.290518570430199,-1.0987409939938704
-4.090950513254163,-0.955863139366742
-4.109767864466587,-1.5489166343294631
-3.5581169234583263,-1.622843096652673
-3.5010030991273067,-1.096780271876741
-3.425852218396368,-1.3783388249461639
-3.607658324503296,-1.198655855326438
-3.63613113636383,-0.15230218830037479
-3.4822302519178003,-1.2295824101121846
-4.337314448246113,-1.3467973925971697
-5.01140715929897,-1.7596449765511304
-4.639775112287612,-1.3072906596948357
-4.554342393223641,-1.6132736862648185
-4.646334061399981,-1.8523166057542872
-4.637117094867284,-0.9184798628589169
-4.463326242186448,-0.7731816124892582
-4.733206082341129,-1.7165278167742128
-5.122358445042285,-2.524884582060068
-5.024435817493444,-1.285439146800231
-5.51362220630096,-1.9781895728080583
-5.309495828443724,-1.4565928195897095
-6.160787630562645,-2.7235599393480063
-5.646209811899823,-1.6742936139539395
-5.409911070693301,-2.4668782696057314
-5.2818962035363635,-1.5042790886353012
-4.790550711563607,-1.727860236006222
-3.9578134893323185,-2.0869209467680268
-3.450628456823253,-1.5995542979398885
-4.3710655724890755,-0.8519847383626142
-5.010854055856926,-1.3435709190253668
-5.323263344704766,-1.3454068184233723
-5.310217819599349,-0.7432993929960241
-5.051388309364787,-2.449516091034933
-5.41426021594152,-0.9517618144286176
-5.3208768337029815,-1.6672762774637113
-5.698568299879643,-2.2123827020188296
-6.004327201375617,-2.5959655730352704
